Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,wRC+,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,Zone%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,GB%,FB%,LD%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
Steele Hall,CIN,829162.0,sa3069249,18.0,6570,270,226,0.0,0.0,0.0,0.230088496,10,0.0,65,12.9629629,24.074074,107.11994949313231,0.354838709,0.4066059223781288,0.0,36.40167364016737,73.3009708737864,13.998082,30.99133782483157,63.975155279503106,31.69164882226981,110.9,99.6,85.9,34.6,3.8,0.7,0.0,0.0,20.48192771084337,37.579617799999994,42.0382165,20.3821656,11.0,8.411578234163066,1.1321446325164288,0.0041931282685793,18.85735838227021,2026,Rk
Sebastian Blanco,COL,829949.0,sa3067801,18.0,6570,265,222,0.0,0.0,0.0,0.13963964,3,0.0,52,11.320754699999998,19.6226415,104.84906781125385,0.362573099,0.3867054973718331,0.0,32.82051282051282,83.61344537815127,12.058212,40.60913705583757,59.5,27.27272727272727,109.0,103.1,89.8,43.9,4.9,0.8,0.0,0.0,15.428571428571427,45.508982,32.934131699999995,21.5568862,7.5,6.593877822781336,-2.271510476246476,-0.0085717376462131,17.938565297623207,2026,Rk
Richard Matic,NYY,821043.0,sa3023749,18.0,6570,264,223,0.0,0.0,0.0,0.156950673,4,0.0,61,13.6363636,23.106060600000003,107.92123929562284,0.37341772100000004,0.4023636446306199,0.0,24.55516014234876,86.73835125448029,9.465479,46.52711703139867,57.05521472392638,23.514211886304906,101.8,98.4,86.6,33.3,8.3,0.4,0.0,0.0,9.30232558139535,36.842105200000006,36.842105200000006,26.315789399999996,19.9,8.243231800175844,-0.2004015147686004,-0.0007590966468507,22.459425711742625,2026,Rk
Brailyn Antunez,MIL,829073.0,sa3067486,18.0,6570,259,220,0.0,0.0,0.0,0.222727273,9,0.0,81,10.8108108,31.2741312,112.04865064349012,0.401515151,0.4018699252927625,0.0,44.79025710419486,74.68354430379746,19.868996,23.100936524453694,71.17117117117117,39.41908713692946,114.6,108.4,92.6,50.6,8.9,2.7,0.0,0.0,18.88111888111888,34.074073999999996,40.0,25.925925900000006,14.5,8.386525523342133,0.1409550821408629,0.0005442281163739,15.089279974289953,2026,Rk
Cristian Arguelles,COL,821692.0,sa3023968,19.0,6935,255,219,0.0,0.0,0.0,0.269406392,9,0.0,31,11.7647058,12.1568627,173.66002126654584,0.436464088,0.5079244996987137,0.0,29.818181818181817,86.46288209606988,7.246377000000001,40.54054054054054,61.06666666666667,16.624040920716116,104.0,102.9,88.5,40.0,8.6,1.2,0.0,0.0,17.98941798941799,46.2365591,33.3333333,20.430107500000002,14.3,7.831501569066727,0.1337859637569636,0.0005246508382626,21.362716188418688,2026,Rk
Stiven Marinez,NYY,829501.0,sa3067713,18.0,6570,250,200,0.0,0.0,0.0,0.23,8,0.0,31,16.400000000000002,12.4,134.356120584062,0.33742331200000003,0.4702299075126648,0.0,22.344322344322347,82.05128205128204,10.318332,43.302180685358245,65.46762589928058,24.04092071611253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.57142857142857,36.645962700000005,42.236024799999996,21.118012399999998,0.0,9.614139693544107,3.0173185970634218,0.0120692743882536,29.775999569478692,2026,Rk
Naibel Mariano,CIN,807648.0,sa3023711,19.0,6935,249,223,0.0,0.0,0.0,0.10762331800000001,3,0.0,58,8.433734900000001,23.293172600000002,65.83935978947665,0.34355828200000005,0.3338850596655718,0.0,42.75618374558304,73.83177570093456,17.456647,34.566473988439306,71.57190635451505,34.505494505494504,110.7,104.5,85.9,36.7,4.1,0.8,0.0,0.0,13.772455089820358,48.125,31.875,20.0,9.4,7.015863063179518,1.1559983228798956,0.0046425635457023,7.574646633299184,2026,Rk
Yorger Bautista,SEA,829045.0,sa3067684,18.0,6570,249,223,0.0,0.0,0.0,0.206278027,9,0.0,61,9.2369477,24.4979919,100.20612866861104,0.346153846,0.3721646187774627,0.0,35.4,77.03180212014135,17.881549,43.94618834080717,72.1938775510204,34.1991341991342,116.9,109.3,87.0,40.0,13.3,0.8,0.0,0.0,19.393939393939394,53.416149,30.4347826,16.149068300000003,-4.5,7.579488152561423,0.554638963425532,0.0022274657165684,14.871698427440052,2026,Rk
Eliomar Garces,TBR,829055.0,sa3068523,18.0,6570,248,165,0.0,0.0,0.0,0.084848485,2,0.0,20,27.016129,8.064516099999999,150.2317756263414,0.324137931,0.4826041565946311,0.0,18.20987654320988,92.30769230769229,4.7619050000000005,39.439252336448604,58.53080568720379,10.574018126888216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88095238095238,32.5925925,44.444444399999995,22.962962899999997,0.0,7.664145091802344,2.1129778276663282,0.0085200718857513,32.67959093080235,2026,Rk
Juan Torres,NYY,825153.0,sa3067646,18.0,6570,248,208,0.0,0.0,0.0,0.259615385,8,0.0,18,11.2903225,7.258064500000001,158.74068465976268,0.389189189,0.5151900135071171,0.0,24.130434782608692,87.5,9.066667,43.27990135635018,77.49287749287748,16.137566137566136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.306122448979592,41.436464,38.1215469,20.4419889,0.0,8.159276797151314,1.0828926153481009,0.0043665024812423,30.0565840707044,2026,Rk
